,订单id,订单创建时间,订单关闭时间,订单取消时间,用户id,支付状态,物流状态,订单处理时间,实际付款金额,物流价格,扣后价格,总折扣,总售价
218,7677730911,2016-08-22,2016-08-23,,8689009375,partially_refunded,fulfilled,2016-08-22,105.33,7.00,90.0,0.0,90.0
219,7677731039,2016-08-22,2016-08-23,,8689023007,paid,fulfilled,2016-08-22,86.0,7.00,79.0,0.0,79.0
220,7677732127,2016-08-22,2016-08-23,,8688655327,paid,fulfilled,2016-08-22,226.0,0.00,226.0,0.0,226.0
221,7677732959,2016-08-22,2016-08-23,,8689030239,partially_refunded,fulfilled,2016-08-22,137.0,0.00,137.0,0.0,137.0
222,7677734623,2016-08-22,2016-08-23,,8689022687,paid,fulfilled,2016-08-22,77.0,7.00,70.0,0.0,70.0
223,7677734687,2016-08-22,2016-08-23,,8689034975,paid,fulfilled,2016-08-22,80.2,7.00,67.0,0.0,67.0
224,7677735967,2016-08-22,2016-08-23,,8689037087,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
225,7677738015,2016-08-22,2016-08-23,,8689028255,refunded,fulfilled,2016-08-22,65.0,7.00,58.0,0.0,58.0
226,7677738655,2016-08-22,2016-08-23,,8688990303,paid,fulfilled,2016-08-22,86.0,7.00,79.0,0.0,79.0
227,7677740831,2016-08-22,2016-08-23,,8689039199,paid,fulfilled,2016-08-22,110.0,0.00,110.0,0.0,110.0
228,7677742879,2016-08-22,2016-08-23,,8689036895,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
229,7677743583,2016-08-22,2016-08-23,,8689012255,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
230,7677746143,2016-08-22,2016-08-23,,8689043615,paid,fulfilled,2016-08-22,69.0,7.00,62.0,0.0,62.0
231,7677746399,2016-08-22,2016-08-23,,8689047327,paid,fulfilled,2016-08-22,217.0,0.00,217.0,0.0,217.0
232,7677746719,2016-08-22,2016-08-23,,8689046111,paid,fulfilled,2016-08-22,45.11,10.11,35.0,0.0,35.0
233,7677747615,2016-08-22,2016-08-23,,8689046815,paid,fulfilled,2016-08-22,119.0,0.00,119.0,0.0,119.0
234,7677749279,2016-08-22,2016-08-23,,8689053663,paid,fulfilled,2016-08-22,240.0,0.00,240.0,0.0,240.0
235,7677749599,2016-08-22,2016-08-25,,8689044959,partially_refunded,fulfilled,2016-08-22,133.0,0.00,133.0,0.0,133.0
236,7677753503,2016-08-22,2016-08-23,,8688864735,paid,fulfilled,2016-08-22,148.68,43.68,105.0,0.0,105.0
237,7677754527,2016-08-22,2016-08-23,,8689049759,paid,fulfilled,2016-08-22,203.21,0.00,186.0,0.0,186.0
238,7677754847,2016-08-22,2016-08-23,,8689045215,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
239,7677755935,2016-08-22,2016-08-23,,8689026143,paid,fulfilled,2016-08-22,279.68,0.00,256.0,0.0,256.0
240,7677756511,2016-08-22,2016-08-23,,8689055455,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
241,7677758495,2016-08-22,2016-08-23,,8689064799,paid,fulfilled,2016-08-22,139.0,0.00,139.0,0.0,139.0
242,7677758559,2016-08-22,2016-08-23,,8689050143,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
243,7677759263,2016-08-22,2016-08-23,,8688957535,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
244,7677759327,2016-08-22,2016-08-23,,8689068127,paid,fulfilled,2016-08-22,65.0,7.00,58.0,0.0,58.0
245,7677759647,2016-08-22,2016-08-23,,8689050399,paid,fulfilled,2016-08-22,75.0,7.00,68.0,0.0,68.0
246,7677760415,2016-08-22,2016-08-23,,8688833823,refunded,fulfilled,2016-08-22,87.0,7.00,80.0,0.0,80.0
247,7677760671,2016-08-22,2016-08-23,,8688997151,paid,fulfilled,2016-08-22,45.24,7.00,35.0,0.0,35.0
248,7677761503,2016-08-22,2016-08-23,,8689062303,paid,fulfilled,2016-08-22,94.0,7.00,87.0,0.0,87.0
249,7677762719,2016-08-22,2016-08-23,,8689045855,paid,fulfilled,2016-08-22,116.0,0.00,116.0,0.0,116.0
250,7677762847,2016-08-22,2016-08-23,,8689065567,paid,fulfilled,2016-08-22,199.0,0.00,199.0,0.0,199.0
251,7677763039,2016-08-22,2016-08-23,,8689072159,paid,fulfilled,2016-08-22,82.38,7.00,69.0,0.0,69.0
252,7677764895,2016-08-22,2016-08-23,,8688877343,paid,fulfilled,2016-08-22,161.8,43.80,118.0,0.0,118.0
253,7677766303,2016-08-22,2016-08-23,,8689064095,paid,fulfilled,2016-08-22,197.7,41.70,156.0,0.0,156.0
254,7677766751,2016-08-22,2016-08-23,,8689072479,paid,fulfilled,2016-08-22,86.0,7.00,79.0,0.0,79.0
255,7677768863,2016-08-22,2016-08-23,,8689066079,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
256,7677769055,2016-08-22,2016-08-23,,8688974495,refunded,fulfilled,2016-08-22,142.03,0.00,130.0,0.0,130.0
257,7677769183,2016-08-22,2016-08-23,,8689075231,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
258,7677770079,2016-08-22,2016-08-23,,8689079455,paid,fulfilled,2016-08-22,94.4,7.00,80.0,0.0,80.0
259,7677772831,2016-08-22,2016-08-23,,8689080479,paid,fulfilled,2016-08-22,45.24,7.00,35.0,0.0,35.0
260,7677773151,2016-08-22,2016-08-23,,8689076831,partially_refunded,fulfilled,2016-08-22,162.0,0.00,162.0,0.0,162.0
261,7677774239,2016-08-22,2016-08-23,,8689062047,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
262,7677777119,2016-08-22,2016-08-23,,8689063839,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
263,7677781983,2016-08-22,2016-08-23,,8689064799,paid,fulfilled,2016-08-22,158.0,0.00,158.0,0.0,158.0
264,7677784095,2016-08-22,2016-08-23,,8689092191,paid,fulfilled,2016-08-22,137.0,0.00,137.0,0.0,137.0
265,7677784799,2016-08-22,2016-08-23,,8689087199,paid,fulfilled,2016-08-22,102.05,7.00,87.0,0.0,87.0
266,7677785823,2016-08-22,2016-08-23,,8689088991,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
267,7677789535,2016-08-22,2016-08-23,,8689031391,partially_refunded,fulfilled,2016-08-22,478.52,0.00,438.0,0.0,438.0
268,7677790559,2016-08-22,2016-08-23,,8689100063,paid,fulfilled,2016-08-22,113.62,0.00,104.0,0.0,104.0
269,7677791583,2016-08-22,2016-08-23,,8689092319,paid,fulfilled,2016-08-22,137.66,0.00,126.0,0.0,126.0
270,7677791839,2016-08-22,2016-08-23,,8689074591,paid,fulfilled,2016-08-22,100.0,7.00,93.0,0.0,93.0
271,7677794463,2016-08-22,2016-08-23,,8689102431,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
272,7677796447,2016-08-22,2016-08-23,,8689102175,paid,fulfilled,2016-08-22,161.83,32.83,129.0,0.0,129.0
273,7677796575,2016-08-22,2016-08-23,,8688975647,paid,fulfilled,2016-08-22,215.7,41.70,174.0,0.0,174.0
274,7677802335,2016-08-22,2016-08-23,,8688990303,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
275,7677804063,2016-08-22,2016-08-23,,8689027103,paid,fulfilled,2016-08-22,109.25,0.00,100.0,0.0,100.0
276,7677805599,2016-08-22,2016-08-23,,8688596191,partially_refunded,fulfilled,2016-08-22,138.7,41.70,97.0,0.0,97.0
277,7677806367,2016-08-22,2016-08-23,,8689098271,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
278,7677807327,2016-08-22,2016-08-23,,8689091103,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
279,7677807711,2016-08-22,2016-08-23,,8689103391,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
280,7677807903,2016-08-22,2016-08-23,,8689115999,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
281,7677808863,2016-08-22,2016-08-23,,8689080159,paid,fulfilled,2016-08-22,81.29,7.00,68.0,0.0,68.0
282,7677809567,2016-08-22,2016-08-23,,8689110559,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
283,7677811807,2016-08-22,2016-08-23,,8689106655,paid,fulfilled,2016-08-22,61.63,7.00,50.0,0.0,50.0
284,7677814431,2016-08-22,2016-08-23,,8689040607,paid,fulfilled,2016-08-22,132.48,52.48,80.0,0.0,80.0
285,7677815263,2016-08-22,2016-08-23,,8689122335,paid,fulfilled,2016-08-22,49.0,7.00,42.0,0.0,42.0
286,7677816799,2016-08-22,2016-08-23,,8689076703,refunded,fulfilled,2016-08-22,201.0,0.00,201.0,0.0,201.0
287,7677818399,2016-08-22,2016-08-23,,8689123295,paid,fulfilled,2016-08-22,100.0,7.00,93.0,0.0,93.0
288,7677819039,2016-08-22,2016-08-23,,8689124255,paid,fulfilled,2016-08-22,154.0,0.00,154.0,0.0,154.0
289,7677820319,2016-08-22,2016-08-23,,8689112095,paid,fulfilled,2016-08-22,70.37,7.00,58.0,0.0,58.0
290,7677821663,2016-08-22,2016-08-23,,8689129695,paid,fulfilled,2016-08-22,215.22,0.00,197.0,0.0,197.0
291,7677822175,2016-08-22,2016-08-23,,8689103327,paid,fulfilled,2016-08-22,67.0,7.00,60.0,0.0,60.0
292,7677823647,2016-08-22,2016-08-23,,8689129631,paid,fulfilled,2016-08-22,131.1,0.00,120.0,0.0,120.0
293,7677824351,2016-08-22,2016-08-23,,8689130399,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
294,7677825247,2016-08-22,2016-08-23,,8689121375,paid,fulfilled,2016-08-22,42.0,7.00,35.0,0.0,35.0
295,7677825439,2016-08-22,2016-08-23,,8689121951,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
296,7677825631,2016-08-22,2016-08-23,,8689083551,paid,fulfilled,2016-08-22,107.83,32.83,75.0,0.0,75.0
297,7677825759,2016-08-22,2016-08-23,,8689109727,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
298,7677826207,2016-08-22,2016-08-23,,8689134559,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
299,7677827487,2016-08-22,2016-08-23,,8689127199,paid,fulfilled,2016-08-22,121.7,41.70,80.0,0.0,80.0
300,7677828383,2016-08-22,2016-08-23,,8687878815,paid,fulfilled,2016-08-22,39.0,7.00,32.0,0.0,32.0
301,7677829407,2016-08-22,2016-08-23,,8689139551,paid,fulfilled,2016-08-22,61.63,7.00,50.0,0.0,50.0
302,7677831263,2016-08-22,2016-08-23,,8689116767,paid,fulfilled,2016-08-22,42.0,7.00,35.0,0.0,35.0
303,7677833695,2016-08-22,2016-08-23,,8689140383,paid,fulfilled,2016-08-22,74.0,7.00,67.0,0.0,67.0
304,7677838111,2016-08-22,2016-08-23,,8689146783,refunded,fulfilled,2016-08-22,75.0,7.00,68.0,0.0,68.0
305,7677838431,2016-08-22,2016-08-23,,8689120863,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
306,7677843807,2016-08-22,2016-08-23,,8689006175,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
307,7677844127,2016-08-22,2016-08-23,,8688874335,paid,fulfilled,2016-08-22,112.0,0.00,112.0,0.0,112.0
308,7677846431,2016-08-22,2016-08-23,,8689072479,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
309,7677847903,2016-08-22,2016-08-23,,8689048863,paid,fulfilled,2016-08-22,94.0,7.00,87.0,0.0,87.0
310,7677848543,2016-08-22,2016-08-23,,8689091103,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
311,7677849951,2016-08-22,2016-08-23,,8689136543,partially_refunded,fulfilled,2016-08-22,116.0,0.00,116.0,0.0,116.0
312,7677851167,2016-08-22,2016-08-23,,8689163551,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
313,7677858143,2016-08-22,2016-08-23,,8688843807,refunded,fulfilled,2016-08-22,126.73,0.00,116.0,0.0,116.0
314,7677860063,2016-08-22,2016-08-23,,8689088351,paid,fulfilled,2016-08-22,93.31,7.00,79.0,0.0,79.0
315,7677860511,2016-08-22,2016-08-23,,8689168415,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
316,7677861983,2016-08-22,2016-08-23,,8689171231,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
317,7677862111,2016-08-22,2016-08-23,,8689157407,refunded,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
318,7677864607,2016-08-22,2016-08-23,,8689145439,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
319,7677865055,2016-08-22,2016-08-23,,8688968799,paid,fulfilled,2016-08-22,42.0,7.00,35.0,0.0,35.0
320,7677875807,2016-08-22,2016-08-23,,8689117791,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
321,7677876383,2016-08-22,2016-08-23,,8689187487,paid,fulfilled,2016-08-22,57.83,32.83,25.0,0.0,25.0
322,7677879519,2016-08-22,2016-08-23,,8689187423,paid,fulfilled,2016-08-22,42.0,7.00,35.0,0.0,35.0
323,7677880671,2016-08-22,2016-08-23,,8689161567,paid,fulfilled,2016-08-22,76.0,7.00,69.0,0.0,69.0
324,7677884063,2016-08-22,2016-08-23,,8689079007,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
325,7677884191,2016-08-22,2016-08-23,,8689182047,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
326,7677884511,2016-08-22,2016-08-23,,8689128607,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
327,7677887263,2016-08-22,2016-08-23,,8689196063,partially_refunded,fulfilled,2016-08-22,187.91,0.00,172.0,0.0,172.0
328,7677890207,2016-08-22,2016-08-23,,8689199263,paid,fulfilled,2016-08-22,111.88,7.00,96.0,0.0,96.0
329,7677891487,2016-08-22,2016-08-23,,8689167967,refunded,fulfilled,2016-08-22,94.0,7.00,87.0,0.0,87.0
330,7677894303,2016-08-22,2016-08-23,,8689204255,paid,fulfilled,2016-08-22,70.0,7.00,63.0,0.0,63.0
331,7677897439,2016-08-22,2016-08-23,,8689096159,paid,fulfilled,2016-08-22,70.37,7.00,58.0,0.0,58.0
332,7677901535,2016-08-22,2016-08-23,,8689160351,paid,fulfilled,2016-08-22,127.82,0.00,117.0,0.0,117.0
333,7677904543,2016-08-22,2016-08-22,,8689212127,paid,fulfilled,2016-08-22,83.16,15.42,62.0,0.0,62.0
334,7677904991,2016-08-22,2016-08-23,,8689203103,paid,fulfilled,2016-08-22,81.29,7.00,68.0,0.0,68.0
335,7677906719,2016-08-22,2016-08-23,,8689213471,paid,fulfilled,2016-08-22,63.81,7.00,52.0,0.0,52.0
336,7677907039,2016-08-22,2016-08-23,,8689118943,paid,fulfilled,2016-08-22,167.83,32.83,135.0,0.0,135.0
337,7677907615,2016-08-22,2016-08-23,,8689151135,paid,fulfilled,2016-08-22,86.7,41.70,45.0,0.0,45.0
338,7677908511,2016-08-22,2016-08-23,,8689217311,paid,fulfilled,2016-08-22,64.0,7.00,57.0,0.0,57.0
339,7677908767,2016-08-22,2016-08-23,,8689198687,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
340,7677909855,2016-08-22,2016-08-23,,8689117663,paid,fulfilled,2016-08-22,100.39,42.39,58.0,0.0,58.0
341,7677910751,2016-08-22,2016-08-23,,8689214367,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
342,7677911327,2016-08-22,2016-08-23,,8689129631,paid,fulfilled,2016-08-22,97.68,7.00,83.0,0.0,83.0
343,7677911775,2016-08-22,2016-08-23,,8689191391,paid,fulfilled,2016-08-22,113.62,0.00,104.0,0.0,104.0
344,7677916895,2016-08-22,2016-08-23,,8689192287,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
345,7677917279,2016-08-22,2016-08-23,,8689155871,paid,fulfilled,2016-08-22,159.7,41.70,118.0,0.0,118.0
346,7677917407,2016-08-22,2016-08-23,,8689158623,refunded,fulfilled,2016-08-22,102.05,7.00,87.0,0.0,87.0
347,7677921183,2016-08-22,2016-08-23,,8689210591,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
348,7677923231,2016-08-22,2016-08-23,,8689229407,paid,fulfilled,2016-08-22,104.0,0.00,104.0,0.0,104.0
349,7677924255,2016-08-22,2016-08-23,,8689230111,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
350,7677925151,2016-08-22,2016-08-23,,8689180831,paid,fulfilled,2016-08-22,109.25,0.00,100.0,0.0,100.0
351,7677925279,2016-08-22,2016-08-23,,8689212063,paid,fulfilled,2016-08-22,45.24,7.00,35.0,0.0,35.0
352,7677925663,2016-08-22,2016-08-23,,8689181279,paid,fulfilled,2016-08-22,115.81,0.00,106.0,0.0,106.0
353,7677926495,2016-08-22,2016-08-23,,8689236447,paid,fulfilled,2016-08-22,94.4,7.00,80.0,0.0,80.0
354,7677927263,2016-08-22,2016-08-23,,8689160543,paid,fulfilled,2016-08-22,138.0,0.00,138.0,0.0,138.0
355,7677927903,2016-08-22,2016-08-23,,8689204959,paid,fulfilled,2016-08-22,45.24,7.00,35.0,0.0,35.0
356,7677928351,2016-08-22,2016-08-23,,8689128671,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
357,7677928863,2016-08-22,2016-08-23,,8689196895,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
358,7677933151,2016-08-22,2016-08-23,,8689247775,paid,fulfilled,2016-08-22,209.0,0.00,209.0,0.0,209.0
359,7677934431,2016-08-22,2016-08-23,,8689231839,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
360,7677935135,2016-08-22,2016-08-23,,8689246175,paid,fulfilled,2016-08-22,49.0,7.00,42.0,0.0,42.0
361,7677935199,2016-08-22,2016-08-23,,8689170015,paid,fulfilled,2016-08-22,67.0,7.00,60.0,0.0,60.0
362,7677936351,2016-08-22,2016-08-23,,8689241887,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
363,7677936671,2016-08-22,2016-08-23,,8689237919,paid,fulfilled,2016-08-22,57.83,32.83,25.0,0.0,25.0
364,7677938143,2016-08-22,2016-08-23,,8689231775,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
365,7677938335,2016-08-22,2016-08-23,,8689138655,partially_refunded,fulfilled,2016-08-22,228.0,0.00,228.0,0.0,228.0
366,7677940319,2016-08-22,2016-08-23,,8689244767,paid,fulfilled,2016-08-22,133.29,0.00,122.0,0.0,122.0
367,7677941279,2016-08-22,2016-08-23,,8689253023,paid,fulfilled,2016-08-22,81.29,7.00,68.0,0.0,68.0
368,7677942559,2016-08-22,2016-08-23,,8689253535,paid,fulfilled,2016-08-22,136.83,32.83,104.0,0.0,104.0
369,7677945055,2016-08-22,2016-08-23,,8689207583,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
370,7677948959,2016-08-22,2016-08-23,,8689265055,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
371,7677951711,2016-08-22,2016-08-23,,8689268127,partially_refunded,fulfilled,2016-08-22,98.77,7.00,84.0,0.0,84.0
372,7677954975,2016-08-22,2016-08-23,,8689260447,paid,fulfilled,2016-08-22,124.55,0.00,114.0,0.0,114.0
373,7677955999,2016-08-22,2016-08-23,,8689236639,paid,fulfilled,2016-08-22,32.0,7.00,25.0,0.0,25.0
374,7677956063,2016-08-22,2016-08-23,,8689270879,paid,fulfilled,2016-08-22,116.0,0.00,116.0,0.0,116.0
375,7677957663,2016-08-22,2016-08-23,,8689241503,paid,fulfilled,2016-08-22,151.86,0.00,139.0,0.0,139.0
376,7677960223,2016-08-22,2016-08-23,,8689277599,paid,fulfilled,2016-08-22,45.24,7.00,35.0,0.0,35.0
377,7677961503,2016-08-22,2016-08-23,,8689040543,paid,fulfilled,2016-08-22,165.0,0.00,165.0,0.0,165.0
378,7677961631,2016-08-22,2016-08-23,,8689276895,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
379,7677961887,2016-08-22,2016-08-23,,8689274591,paid,fulfilled,2016-08-22,159.7,41.70,118.0,0.0,118.0
380,7677962207,2016-08-22,2016-08-23,,8689267679,paid,fulfilled,2016-08-22,87.0,7.00,80.0,0.0,80.0
381,7677962463,2016-08-22,2016-08-23,,8689244319,partially_refunded,fulfilled,2016-08-22,178.0,0.00,178.0,0.0,178.0
382,7677966559,2016-08-22,2016-08-23,,8689282079,paid,fulfilled,2016-08-22,42.0,7.00,35.0,0.0,35.0
383,7677967007,2016-08-22,2016-08-23,,8689254175,paid,fulfilled,2016-08-22,94.0,7.00,87.0,0.0,87.0
384,7677967647,2016-08-22,2016-08-23,,8689267359,refunded,fulfilled,2016-08-22,104.0,7.00,97.0,0.0,97.0
385,7677973407,2016-08-22,2016-08-23,,8689264607,paid,fulfilled,2016-08-22,199.83,32.83,167.0,0.0,167.0
386,7677976671,2016-08-22,2016-08-23,,8689233247,paid,fulfilled,2016-08-22,94.0,7.00,87.0,0.0,87.0
387,7677977247,2016-08-22,2016-08-23,,8689284063,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
388,7677977887,2016-08-22,2016-08-23,,8689286751,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
389,7677981279,2016-08-22,2016-08-23,,8689296735,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
390,7677982687,2016-08-22,2016-08-23,,8689300447,refunded,fulfilled,2016-08-22,78.01,7.00,65.0,0.0,65.0
391,7677984223,2016-08-22,2016-08-22,,8689299871,paid,fulfilled,2016-08-22,50.42,15.42,35.0,0.0,35.0
392,7677985247,2016-08-22,2016-08-23,,8689279583,paid,fulfilled,2016-08-22,81.29,7.00,68.0,0.0,68.0
393,7677987423,2016-08-22,2016-08-23,,8689283423,partially_refunded,fulfilled,2016-08-22,210.83,32.83,178.0,0.0,178.0
394,7677988383,2016-08-22,2016-08-23,,8689307551,paid,fulfilled,2016-08-22,45.0,7.00,38.0,0.0,38.0
395,7677988767,2016-08-22,2016-08-23,,8688990495,paid,fulfilled,2016-08-22,80.2,7.00,67.0,0.0,67.0
396,7677988831,2016-08-22,2016-08-24,,8688491615,partially_refunded,fulfilled,2016-08-22,200.0,0.00,200.0,0.0,200.0
397,7677989663,2016-08-22,2016-08-24,,8689290079,paid,fulfilled,2016-08-22,39.0,7.00,32.0,0.0,32.0
398,7677992927,2016-08-22,2016-08-24,,8689311071,paid,fulfilled,2016-08-22,69.0,7.00,62.0,0.0,62.0
399,7677994143,2016-08-22,2016-08-24,,8689297823,paid,fulfilled,2016-08-22,81.29,7.00,68.0,0.0,68.0
400,7677994399,2016-08-22,2016-08-24,,8689095647,refunded,fulfilled,2016-08-22,120.0,0.00,120.0,0.0,120.0
401,7677998175,2016-08-22,2016-08-24,,8689314847,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
402,7677999903,2016-08-22,2016-08-24,,8689316063,partially_refunded,fulfilled,2016-08-22,94.4,7.00,80.0,0.0,80.0
403,7678002271,2016-08-22,2016-08-24,,8689318751,paid,fulfilled,2016-08-22,52.89,7.00,42.0,0.0,42.0
404,7678008351,2016-08-22,2016-08-24,,8689319647,paid,fulfilled,2016-08-22,194.86,48.86,146.0,0.0,146.0
405,7678008863,2016-08-22,2016-08-24,,8689324767,paid,fulfilled,2016-08-22,83.48,7.00,70.0,0.0,70.0
406,7678011423,2016-08-22,2016-08-24,,8689081119,paid,fulfilled,2016-08-22,41.96,7.00,32.0,0.0,32.0
407,7678011487,2016-08-22,2016-08-24,,8689329759,paid,fulfilled,2016-08-22,151.86,0.00,139.0,0.0,139.0
408,7678015967,2016-08-22,2016-08-24,,8689326175,paid,fulfilled,2016-08-22,108.6,7.00,93.0,0.0,93.0
409,7678018079,2016-08-22,2016-08-24,,8689146015,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
410,7678019039,2016-08-22,2016-08-24,,8689319263,paid,fulfilled,2016-08-22,63.81,7.00,52.0,0.0,52.0
411,7678019423,2016-08-22,2016-08-24,,8689341855,partially_refunded,fulfilled,2016-08-22,268.76,0.00,246.0,0.0,246.0
412,7678022303,2016-08-22,2016-08-24,,8689329375,paid,fulfilled,2016-08-22,87.0,7.00,80.0,0.0,80.0
413,7678023007,2016-08-22,2016-08-24,,8689339231,paid,fulfilled,2016-08-22,45.24,7.00,35.0,0.0,35.0
414,7678027039,2016-08-22,2016-08-24,,8689347743,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
415,7678032031,2016-08-22,2016-08-24,,8689349855,paid,fulfilled,2016-08-22,69.0,7.00,62.0,0.0,62.0
416,7678033887,2016-08-22,2016-08-24,,8689190559,partially_refunded,fulfilled,2016-08-22,192.0,0.00,192.0,0.0,192.0
417,7678034015,2016-08-22,2016-08-24,,8689346463,paid,fulfilled,2016-08-22,103.0,7.00,96.0,0.0,96.0
418,7678034143,2016-08-22,2016-08-24,,8689340575,refunded,fulfilled,2016-08-22,120.18,0.00,110.0,0.0,110.0
419,7678034783,2016-08-22,2016-08-24,,8689350687,paid,fulfilled,2016-08-22,106.0,0.00,106.0,0.0,106.0
420,7678034847,2016-08-22,2016-08-24,,8689335839,paid,fulfilled,2016-08-22,104.0,7.00,97.0,0.0,97.0
421,7678035807,2016-08-22,2016-08-24,,8689345759,paid,fulfilled,2016-08-22,181.36,0.00,166.0,0.0,166.0
422,7678036255,2016-08-22,2016-08-24,,8689316703,partially_refunded,fulfilled,2016-08-22,146.0,0.00,146.0,0.0,146.0
423,7678038687,2016-08-22,2016-08-24,,8689282335,paid,fulfilled,2016-08-22,70.37,7.00,58.0,0.0,58.0
424,7678044895,2016-08-22,2016-08-24,,8689287263,paid,fulfilled,2016-08-22,141.97,47.97,94.0,0.0,94.0
425,7678047135,2016-08-22,2016-08-24,,8689365471,paid,fulfilled,2016-08-22,56.16,7.00,45.0,0.0,45.0
426,7678048991,2016-08-22,2016-08-24,,8689311007,paid,fulfilled,2016-08-22,143.12,0.00,131.0,0.0,131.0
427,7678053663,2016-08-22,2016-08-24,,8689391327,paid,fulfilled,2016-08-22,94.0,7.00,87.0,0.0,87.0
428,7678054047,2016-08-22,2016-08-24,,8689371999,paid,fulfilled,2016-08-22,201.0,0.00,201.0,0.0,201.0
429,7678055711,2016-08-22,2016-08-24,,8689402847,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
430,7678056927,2016-08-22,2016-08-24,,8689355039,paid,fulfilled,2016-08-22,63.81,7.00,52.0,0.0,52.0
431,7678057055,2016-08-22,2016-08-24,,8689399455,paid,fulfilled,2016-08-22,59.0,7.00,52.0,0.0,52.0
432,7678057439,2016-08-22,2016-08-24,,8689338783,paid,fulfilled,2016-08-22,70.37,7.00,58.0,0.0,58.0
433,7678058015,2016-08-22,2016-08-24,,8689438559,paid,fulfilled,2016-08-22,70.37,7.00,58.0,0.0,58.0
434,7678059231,2016-08-22,2016-08-24,,8689421151,paid,fulfilled,2016-08-22,52.0,7.00,45.0,0.0,45.0
435,7678059615,2016-08-22,2016-08-24,,8689450655,paid,fulfilled,2016-08-22,221.78,0.00,203.0,0.0,203.0
436,7678060639,2016-08-22,2016-08-24,,8689456543,paid,fulfilled,2016-08-22,34.31,7.00,25.0,0.0,25.0
